,mean,sd,eti89_lb,eti89_ub,ess_bulk,ess_tail,r_hat,mcse_mean,mcse_sd
t,0.09989656022004238,0.04676885309154382,0.024906489424240594,0.17596539643924092,2691.1987187814557,1856.0720970715681,1.0009526047932642,0.0008568791507121659,0.0005501845205694416
v_Intercept,0.01012856073239597,0.02861694234638827,-0.03402537925051161,0.057094386610365686,1721.4770321272365,2204.669092672831,1.000338590306043,0.0006905307163083417,0.0005107958215520767
v_1|pid_sigma,0.17467382039412013,0.03995696739750644,0.11373442683822083,0.2396467688180575,620.0666208041602,912.1041683895133,1.0034138368340808,0.001638099646457816,0.001306025698169736
a_hse_z,-0.10620730645812204,0.019070643448853734,-0.13640825307622825,-0.07568226284429096,6429.225029802714,3188.2249048583813,1.0000277432928055,0.00023843439577683282,0.00017047880508730043
a_Intercept,0.8377388416442316,0.01832785499517218,0.8090795647400746,0.8670336268762795,2417.6212050259164,2137.0612056147456,1.0002565055737649,0.0003729016029518018,0.00026687828169784855
v_1|pid_offset[gpqa/gpqa_diamond/105],-0.10493494880519606,0.7617583322799045,-1.3348794569228966,1.1004426592218726,8046.317965977279,2731.434014687573,1.0034135590347115,0.008452527147230186,0.0062152448793435
v_1|pid_offset[gpqa/gpqa_diamond/11],0.15678614623473072,0.7110225930935894,-0.9771302908493052,1.2736878252761743,7307.55441773237,2479.6236482193517,1.0004396683475036,0.008360189947425626,0.006200145280594392
v_1|pid_offset[gpqa/gpqa_diamond/110],-0.47858183980226293,0.6984184627929388,-1.6054450552313984,0.624288408101582,6475.592991869891,2635.50353632771,1.0021524814511,0.008657553480867037,0.0062712971072196085
v_1|pid_offset[gpqa/gpqa_diamond/116],0.029969986877036357,0.7100610091979506,-1.0741677672842838,1.1502611625822066,7127.602572622496,2753.336573729686,1.0021717234420096,0.008432628472127059,0.005957316205103981
v_1|pid_offset[gpqa/gpqa_diamond/123],0.26509435195094805,0.7547426769597877,-0.9455163825022582,1.4744872862352203,9290.627256419362,3120.80926331107,1.001126589252505,0.00782374434013185,0.00581254000078347
v_1|pid_offset[gpqa/gpqa_diamond/125],-0.5072980079126459,0.7473333566580321,-1.7228786177742892,0.683449717742212,7898.297475929473,3050.9865771592167,1.0010919000499667,0.008398860318714962,0.005947870586743501
v_1|pid_offset[gpqa/gpqa_diamond/128],-0.33616169291264775,0.7611063429286898,-1.5743731176147475,0.8767377594254769,7997.453993230372,3112.8348923221147,1.0013728103138684,0.008469737626022558,0.006291092077998829
v_1|pid_offset[gpqa/gpqa_diamond/129],-0.23079009480971063,0.7711211945520248,-1.4367941623728195,1.0227200791278237,7466.638681485482,2597.792877659209,1.00041290148024,0.008982643884433868,0.006603846936202986
