pid,alpha,correct,words,rt,response,near_ceiling
math-1203,0.0,1,2442,2.442,1,1
math-589,0.0,0,2056,2.056,-1,0
math-911,0.0,1,2252,2.252,1,0
math-187,0.0,1,1796,1.796,1,0
math-1221,0.0,0,2049,2.049,-1,0
math-649,0.0,0,1905,1.905,-1,0
math-1178,0.0,0,2538,2.538,-1,1
math-495,0.0,0,2904,2.904,-1,1
math-594,0.0,1,1891,1.891,1,0
math-376,0.0,1,1389,1.389,1,0
math-387,0.0,1,1815,1.815,1,0
math-382,0.0,0,2582,2.582,-1,1
math-67,0.0,0,2870,2.87,-1,1
math-1254,0.0,0,1728,1.728,-1,0
math-532,0.0,0,2403,2.403,-1,1
math-975,0.0,1,1562,1.562,1,0
math-141,0.0,1,1091,1.091,1,0
math-183,0.0,0,2090,2.09,-1,0
math-266,0.0,1,1218,1.218,1,0
math-306,0.0,1,859,0.859,1,0
math-79,0.0,1,825,0.825,1,0
math-1107,0.0,1,1869,1.869,1,0
math-801,0.0,1,2251,2.251,1,0
math-1074,0.0,1,669,0.669,1,0
math-564,0.0,0,2077,2.077,-1,0
math-788,1.0,1,1810,1.81,1,0
math-861,1.0,1,1452,1.452,1,0
math-82,1.0,1,1545,1.545,1,0
math-530,1.0,0,2482,2.482,-1,1
math-1047,1.0,1,1215,1.215,1,0
math-995,1.0,1,1253,1.253,1,0
math-829,1.0,0,2027,2.027,-1,0
math-621,1.0,0,1965,1.965,-1,0
math-976,1.0,1,1275,1.275,1,0
math-733,1.0,0,1712,1.712,-1,0
math-1194,1.0,0,2002,2.002,-1,0
math-447,1.0,1,1299,1.299,1,0
math-1033,1.0,1,2285,2.285,1,0
math-285,1.0,1,1911,1.911,1,0
math-577,1.0,1,1205,1.205,1,0
math-286,1.0,1,817,0.817,1,0
math-194,1.0,1,1221,1.221,1,0
math-1266,1.0,0,2344,2.344,-1,0
math-513,1.0,1,2590,2.59,1,1
math-1090,1.0,1,1818,1.818,1,0
math-1232,1.0,0,2309,2.309,-1,0
math-300,1.0,1,1512,1.512,1,0
math-635,1.0,0,2416,2.416,-1,1
math-202,1.0,0,2243,2.243,-1,0
math-151,1.0,0,2472,2.472,-1,1
math-676,1.0,0,1374,1.374,-1,0
math-966,1.0,0,2822,2.822,-1,1
math-1146,1.0,1,848,0.848,1,0
math-206,1.0,1,1608,1.608,1,0
math-724,1.0,0,2063,2.063,-1,0
math-889,1.0,1,2038,2.038,1,0
math-647,1.0,0,2455,2.455,-1,1
math-1251,1.0,0,2315,2.315,-1,0
math-1311,1.0,0,2290,2.29,-1,0
math-418,1.0,0,2653,2.653,-1,1
math-1131,1.0,1,1282,1.282,1,0
math-906,1.0,1,1950,1.95,1,0
math-1067,1.0,0,2535,2.535,-1,1
math-533,1.0,1,1237,1.237,1,0
math-127,1.0,0,2545,2.545,-1,1
math-1123,1.0,1,2332,2.332,1,0
math-28,1.0,1,1036,1.036,1,0
math-191,1.0,1,1459,1.459,1,0
math-816,1.0,0,1903,1.903,-1,0
math-1280,1.0,0,2149,2.149,-1,0
math-2,1.0,1,1908,1.908,1,0
math-1253,1.0,0,1948,1.948,-1,0
math-1010,1.0,1,833,0.833,1,0
math-682,1.0,1,994,0.994,1,0
math-499,1.0,0,2228,2.228,-1,0
math-666,1.0,0,1645,1.645,-1,0
math-128,1.0,0,2383,2.383,-1,0
math-391,1.0,0,2066,2.066,-1,0
math-1162,1.0,1,609,0.609,1,0
math-454,1.0,0,2907,2.907,-1,1
math-488,1.0,0,2011,2.011,-1,0
math-291,1.0,1,1051,1.051,1,0
math-1112,1.0,1,2145,2.145,1,0
math-917,1.0,0,2927,2.927,-1,1
math-186,1.0,1,670,0.67,1,0
math-164,1.0,1,2445,2.445,1,1
math-655,1.0,0,1870,1.87,-1,0
math-1040,1.0,1,1286,1.286,1,0
math-1002,1.0,1,1897,1.897,1,0
math-223,1.0,1,1592,1.592,1,0
math-617,1.0,0,1916,1.916,-1,0
math-1128,1.0,1,1929,1.929,1,0
math-596,1.0,1,1171,1.171,1,0
math-255,1.0,1,1521,1.521,1,0
math-1121,1.0,1,613,0.613,1,0
math-681,1.0,0,2222,2.222,-1,0
math-1106,1.0,1,935,0.935,1,0
math-416,1.0,0,3056,3.056,-1,1
math-1235,1.0,0,2869,2.869,-1,1
math-1120,1.0,0,675,0.675,-1,0
math-1203,1.0,0,2470,2.47,-1,1
math-589,1.0,0,2158,2.158,-1,0
math-911,1.0,0,2033,2.033,-1,0
math-187,1.0,1,1248,1.248,1,0
math-1221,1.0,0,2137,2.137,-1,0
math-649,1.0,0,1986,1.986,-1,0
math-1178,1.0,0,2414,2.414,-1,1
math-495,1.0,0,2684,2.684,-1,1
math-594,1.0,0,2625,2.625,-1,1
math-376,1.0,1,1907,1.907,1,0
math-387,1.0,0,2023,2.023,-1,0
math-382,1.0,1,2658,2.658,1,1
math-67,1.0,1,2632,2.632,1,1
math-1254,1.0,1,2151,2.151,1,0
math-532,1.0,0,2246,2.246,-1,0
math-975,1.0,1,958,0.958,1,0
math-141,1.0,1,805,0.805,1,0
math-183,1.0,0,2382,2.382,-1,0
math-266,1.0,1,868,0.868,1,0
math-306,1.0,1,939,0.939,1,0
math-79,1.0,1,1223,1.223,1,0
math-1107,1.0,1,2263,2.263,1,0
math-801,1.0,1,2187,2.187,1,0
math-1074,1.0,1,692,0.692,1,0
math-564,1.0,0,2004,2.004,-1,0
