pid,alpha,correct,words,rt,response,near_ceiling
math-1203,0.0,1,2442,2.442,1,1
math-589,0.0,0,2056,2.056,-1,0
math-911,0.0,1,2252,2.252,1,0
math-187,0.0,1,1796,1.796,1,0
math-1221,0.0,0,2049,2.049,-1,0
math-649,0.0,0,1905,1.905,-1,0
math-1178,0.0,0,2538,2.538,-1,1
math-495,0.0,0,2904,2.904,-1,1
math-594,0.0,1,1891,1.891,1,0
math-376,0.0,1,1389,1.389,1,0
math-387,0.0,1,1815,1.815,1,0
math-382,0.0,0,2582,2.582,-1,1
math-67,0.0,0,2870,2.87,-1,1
math-1254,0.0,0,1728,1.728,-1,0
math-532,0.0,0,2403,2.403,-1,1
math-975,0.0,1,1562,1.562,1,0
math-141,0.0,1,1091,1.091,1,0
math-183,0.0,0,2090,2.09,-1,0
math-266,0.0,1,1218,1.218,1,0
math-306,0.0,1,859,0.859,1,0
math-79,0.0,1,825,0.825,1,0
math-1107,0.0,1,1869,1.869,1,0
math-801,0.0,1,2251,2.251,1,0
math-1074,0.0,1,669,0.669,1,0
math-564,0.0,0,2077,2.077,-1,0
math-788,1.0,1,1706,1.706,1,0
math-861,1.0,1,1444,1.444,1,0
math-82,1.0,1,1325,1.325,1,0
math-530,1.0,0,2419,2.419,-1,1
math-1047,1.0,1,2604,2.604,1,1
math-995,1.0,1,1440,1.44,1,0
math-829,1.0,1,1056,1.056,1,0
math-621,1.0,0,1728,1.728,-1,0
math-976,1.0,1,1149,1.149,1,0
math-733,1.0,0,1738,1.738,-1,0
math-1194,1.0,0,2089,2.089,-1,0
math-447,1.0,1,2901,2.901,1,1
math-1033,1.0,1,1355,1.355,1,0
math-285,1.0,1,1393,1.393,1,0
math-577,1.0,1,2121,2.121,1,0
math-286,1.0,1,1616,1.616,1,0
math-194,1.0,1,1596,1.596,1,0
math-1266,1.0,0,1564,1.564,-1,0
math-513,1.0,0,2722,2.722,-1,1
math-1090,1.0,0,2062,2.062,-1,0
math-1232,1.0,0,2215,2.215,-1,0
math-300,1.0,1,1481,1.481,1,0
math-635,1.0,0,2103,2.103,-1,0
math-202,1.0,0,2203,2.203,-1,0
math-151,1.0,1,1623,1.623,1,0
math-676,1.0,0,1603,1.603,-1,0
math-966,1.0,0,2804,2.804,-1,1
math-1146,1.0,1,1905,1.905,1,0
math-206,1.0,1,2367,2.367,1,0
math-724,1.0,0,2113,2.113,-1,0
math-889,1.0,0,1705,1.705,-1,0
math-647,1.0,0,2113,2.113,-1,0
math-1251,1.0,0,2433,2.433,-1,1
math-1311,1.0,0,2203,2.203,-1,0
math-418,1.0,0,3005,3.005,-1,1
math-1131,1.0,1,1550,1.55,1,0
math-906,1.0,1,1439,1.439,1,0
math-1067,1.0,1,1415,1.415,1,0
math-533,1.0,0,2066,2.066,-1,0
math-127,1.0,0,2460,2.46,-1,1
math-1123,1.0,0,2779,2.779,-1,1
math-28,1.0,1,1171,1.171,1,0
math-191,1.0,1,1365,1.365,1,0
math-816,1.0,0,2037,2.037,-1,0
math-1280,1.0,1,1565,1.565,1,0
math-2,1.0,1,1451,1.451,1,0
math-1253,1.0,0,2012,2.012,-1,0
math-1010,1.0,1,1182,1.182,1,0
math-682,1.0,0,1838,1.838,-1,0
math-499,1.0,1,2197,2.197,1,0
math-666,1.0,1,1654,1.654,1,0
math-128,1.0,0,1887,1.887,-1,0
math-391,1.0,0,1988,1.988,-1,0
math-1162,1.0,1,1215,1.215,1,0
math-454,1.0,1,2245,2.245,1,0
math-488,1.0,0,2146,2.146,-1,0
math-291,1.0,1,1557,1.557,1,0
math-1112,1.0,1,1295,1.295,1,0
math-917,1.0,0,2669,2.669,-1,1
math-186,1.0,1,795,0.795,1,0
math-164,1.0,1,1858,1.858,1,0
math-655,1.0,0,1217,1.217,-1,0
math-1040,1.0,0,2805,2.805,-1,1
math-1002,1.0,1,1763,1.763,1,0
math-223,1.0,1,773,0.773,1,0
math-617,1.0,0,1287,1.287,-1,0
math-1128,1.0,1,2110,2.11,1,0
math-596,1.0,0,1708,1.708,-1,0
math-255,1.0,1,1663,1.663,1,0
math-1121,1.0,1,476,0.476,1,0
math-681,1.0,0,2024,2.024,-1,0
math-1106,1.0,1,884,0.884,1,0
math-416,1.0,0,3171,3.171,-1,1
math-1235,1.0,0,2971,2.971,-1,1
math-1120,1.0,1,1999,1.999,1,0
math-1203,1.0,1,2219,2.219,1,0
math-589,1.0,0,2208,2.208,-1,0
math-911,1.0,1,1276,1.276,1,0
math-187,1.0,1,1469,1.469,1,0
math-1221,1.0,0,2270,2.27,-1,0
math-649,1.0,0,1900,1.9,-1,0
math-1178,1.0,1,1958,1.958,1,0
math-495,1.0,0,2713,2.713,-1,1
math-594,1.0,1,1194,1.194,1,0
math-376,1.0,1,2376,2.376,1,0
math-387,1.0,1,1580,1.58,1,0
math-382,1.0,0,2666,2.666,-1,1
math-67,1.0,0,2836,2.836,-1,1
math-1254,1.0,0,2046,2.046,-1,0
math-532,1.0,0,2308,2.308,-1,0
math-975,1.0,1,1479,1.479,1,0
math-141,1.0,1,1289,1.289,1,0
math-183,1.0,0,3338,3.338,-1,1
math-266,1.0,1,1168,1.168,1,0
math-306,1.0,1,972,0.972,1,0
math-79,1.0,1,2024,2.024,1,0
math-1107,1.0,1,2560,2.56,1,1
math-801,1.0,0,2308,2.308,-1,0
math-1074,1.0,1,1218,1.218,1,0
math-564,1.0,0,1852,1.852,-1,0
