pid,alpha,correct,words,rt,response,near_ceiling
math-1203,0.0,1,2442,2.442,1,1
math-589,0.0,0,2056,2.056,-1,0
math-911,0.0,1,2252,2.252,1,0
math-187,0.0,1,1796,1.796,1,0
math-1221,0.0,0,2049,2.049,-1,0
math-649,0.0,0,1905,1.905,-1,0
math-1178,0.0,0,2538,2.538,-1,1
math-495,0.0,0,2904,2.904,-1,1
math-594,0.0,1,1891,1.891,1,0
math-376,0.0,1,1389,1.389,1,0
math-387,0.0,1,1815,1.815,1,0
math-382,0.0,0,2582,2.582,-1,1
math-67,0.0,0,2870,2.87,-1,1
math-1254,0.0,0,1728,1.728,-1,0
math-532,0.0,0,2403,2.403,-1,1
math-975,0.0,1,1562,1.562,1,0
math-141,0.0,1,1091,1.091,1,0
math-183,0.0,0,2090,2.09,-1,0
math-266,0.0,1,1218,1.218,1,0
math-306,0.0,1,859,0.859,1,0
math-79,0.0,1,825,0.825,1,0
math-1107,0.0,1,1869,1.869,1,0
math-801,0.0,1,2251,2.251,1,0
math-1074,0.0,1,669,0.669,1,0
math-564,0.0,0,2077,2.077,-1,0
math-788,1.0,0,1960,1.96,-1,0
math-861,1.0,0,1280,1.28,-1,0
math-82,1.0,1,2029,2.029,1,0
math-530,1.0,1,2267,2.267,1,0
math-1047,1.0,1,1447,1.447,1,0
math-995,1.0,1,2501,2.501,1,1
math-829,1.0,1,759,0.759,1,0
math-621,1.0,0,1891,1.891,-1,0
math-976,1.0,1,1502,1.502,1,0
math-733,1.0,0,1836,1.836,-1,0
math-1194,1.0,0,2141,2.141,-1,0
math-447,1.0,1,1395,1.395,1,0
math-1033,1.0,1,775,0.775,1,0
math-285,1.0,1,1462,1.462,1,0
math-577,1.0,0,2603,2.603,-1,1
math-286,1.0,1,1621,1.621,1,0
math-194,1.0,1,893,0.893,1,0
math-1266,1.0,0,1610,1.61,-1,0
math-513,1.0,1,2291,2.291,1,0
math-1090,1.0,1,1741,1.741,1,0
math-1232,1.0,0,2217,2.217,-1,0
math-300,1.0,1,1521,1.521,1,0
math-635,1.0,0,2284,2.284,-1,0
math-202,1.0,0,2469,2.469,-1,1
math-151,1.0,1,1252,1.252,1,0
math-676,1.0,0,1762,1.762,-1,0
math-966,1.0,0,2860,2.86,-1,1
math-1146,1.0,1,2102,2.102,1,0
math-206,1.0,1,1432,1.432,1,0
math-724,1.0,0,2051,2.051,-1,0
math-889,1.0,1,1705,1.705,1,0
math-647,1.0,0,2135,2.135,-1,0
math-1251,1.0,1,2397,2.397,1,0
math-1311,1.0,0,2195,2.195,-1,0
math-418,1.0,0,2512,2.512,-1,1
math-1131,1.0,1,2014,2.014,1,0
math-906,1.0,1,1346,1.346,1,0
math-1067,1.0,0,2363,2.363,-1,0
math-533,1.0,1,1081,1.081,1,0
math-127,1.0,0,2773,2.773,-1,1
math-1123,1.0,1,1647,1.647,1,0
math-28,1.0,1,785,0.785,1,0
math-191,1.0,1,1413,1.413,1,0
math-816,1.0,0,1851,1.851,-1,0
math-1280,1.0,1,1748,1.748,1,0
math-2,1.0,1,1900,1.9,1,0
math-1253,1.0,0,1996,1.996,-1,0
math-1010,1.0,1,757,0.757,1,0
math-682,1.0,1,1145,1.145,1,0
math-499,1.0,0,2198,2.198,-1,0
math-666,1.0,1,1836,1.836,1,0
math-128,1.0,0,1989,1.989,-1,0
math-391,1.0,0,1734,1.734,-1,0
math-1162,1.0,1,638,0.638,1,0
math-454,1.0,1,2197,2.197,1,0
math-488,1.0,0,1730,1.73,-1,0
math-291,1.0,1,703,0.703,1,0
math-1112,1.0,1,2110,2.11,1,0
math-917,1.0,1,2908,2.908,1,1
math-186,1.0,1,632,0.632,1,0
math-164,1.0,1,2057,2.057,1,0
math-655,1.0,0,1403,1.403,-1,0
math-1040,1.0,1,2305,2.305,1,0
math-1002,1.0,1,1340,1.34,1,0
math-223,1.0,1,1264,1.264,1,0
math-617,1.0,0,1747,1.747,-1,0
math-1128,1.0,0,2219,2.219,-1,0
math-596,1.0,1,1607,1.607,1,0
math-255,1.0,0,2023,2.023,-1,0
math-1121,1.0,1,1904,1.904,1,0
math-681,1.0,0,1744,1.744,-1,0
math-1106,1.0,1,974,0.974,1,0
math-416,1.0,0,3123,3.123,-1,1
math-1235,1.0,0,2869,2.869,-1,1
math-1120,1.0,0,2387,2.387,-1,0
math-1203,1.0,0,2404,2.404,-1,1
math-589,1.0,0,1985,1.985,-1,0
math-911,1.0,1,1849,1.849,1,0
math-187,1.0,0,2358,2.358,-1,0
math-1221,1.0,1,1962,1.962,1,0
math-649,1.0,0,2126,2.126,-1,0
math-1178,1.0,0,2483,2.483,-1,1
math-495,1.0,0,2463,2.463,-1,1
math-594,1.0,1,1550,1.55,1,0
math-376,1.0,1,2665,2.665,1,1
math-387,1.0,0,2817,2.817,-1,1
math-382,1.0,0,2427,2.427,-1,1
math-67,1.0,0,2909,2.909,-1,1
math-1254,1.0,0,2121,2.121,-1,0
math-532,1.0,0,2222,2.222,-1,0
math-975,1.0,1,2376,2.376,1,0
math-141,1.0,1,2263,2.263,1,0
math-183,1.0,0,3150,3.15,-1,1
math-266,1.0,1,1095,1.095,1,0
math-306,1.0,1,1013,1.013,1,0
math-79,1.0,1,800,0.8,1,0
math-1107,1.0,1,2085,2.085,1,0
math-801,1.0,1,1690,1.69,1,0
math-1074,1.0,1,1448,1.448,1,0
math-564,1.0,1,2089,2.089,1,0
