pid,alpha,correct,words,rt,response,near_ceiling
math-1203,0.0,1,2442,2.442,1,1
math-589,0.0,0,2056,2.056,-1,0
math-911,0.0,1,2252,2.252,1,0
math-187,0.0,1,1796,1.796,1,0
math-1221,0.0,0,2049,2.049,-1,0
math-649,0.0,0,1905,1.905,-1,0
math-1178,0.0,0,2538,2.538,-1,1
math-495,0.0,0,2904,2.904,-1,1
math-594,0.0,1,1891,1.891,1,0
math-376,0.0,1,1389,1.389,1,0
math-387,0.0,1,1815,1.815,1,0
math-382,0.0,0,2582,2.582,-1,1
math-67,0.0,0,2870,2.87,-1,1
math-1254,0.0,0,1728,1.728,-1,0
math-532,0.0,0,2403,2.403,-1,1
math-975,0.0,1,1562,1.562,1,0
math-141,0.0,1,1091,1.091,1,0
math-183,0.0,0,2090,2.09,-1,0
math-266,0.0,1,1218,1.218,1,0
math-306,0.0,1,859,0.859,1,0
math-79,0.0,1,825,0.825,1,0
math-1107,0.0,1,1869,1.869,1,0
math-801,0.0,1,2251,2.251,1,0
math-1074,0.0,1,669,0.669,1,0
math-564,0.0,0,2077,2.077,-1,0
math-788,1.0,0,2129,2.129,-1,0
math-861,1.0,0,1871,1.871,-1,0
math-82,1.0,1,1807,1.807,1,0
math-530,1.0,0,2672,2.672,-1,1
math-1047,1.0,1,1030,1.03,1,0
math-995,1.0,1,1569,1.569,1,0
math-829,1.0,1,1660,1.66,1,0
math-621,1.0,0,1966,1.966,-1,0
math-976,1.0,1,1597,1.597,1,0
math-733,1.0,0,1740,1.74,-1,0
math-1194,1.0,0,2696,2.696,-1,1
math-447,1.0,0,2782,2.782,-1,1
math-1033,1.0,1,1535,1.535,1,0
math-285,1.0,1,1573,1.573,1,0
math-577,1.0,0,2890,2.89,-1,1
math-286,1.0,1,2272,2.272,1,0
math-194,1.0,1,1411,1.411,1,0
math-1266,1.0,0,2252,2.252,-1,0
math-513,1.0,0,2753,2.753,-1,1
math-1090,1.0,1,1786,1.786,1,0
math-1232,1.0,0,2369,2.369,-1,0
math-300,1.0,1,2303,2.303,1,0
math-635,1.0,0,2478,2.478,-1,1
math-202,1.0,0,2571,2.571,-1,1
math-151,1.0,1,1783,1.783,1,0
math-676,1.0,0,1928,1.928,-1,0
math-966,1.0,0,2928,2.928,-1,1
math-1146,1.0,1,1572,1.572,1,0
math-206,1.0,1,1591,1.591,1,0
math-724,1.0,0,2268,2.268,-1,0
math-889,1.0,0,2007,2.007,-1,0
math-647,1.0,0,2150,2.15,-1,0
math-1251,1.0,0,2186,2.186,-1,0
math-1311,1.0,0,2164,2.164,-1,0
math-418,1.0,0,2967,2.967,-1,1
math-1131,1.0,0,2805,2.805,-1,1
math-906,1.0,1,2171,2.171,1,0
math-1067,1.0,0,2292,2.292,-1,0
math-533,1.0,1,1554,1.554,1,0
math-127,1.0,0,2649,2.649,-1,1
math-1123,1.0,0,2807,2.807,-1,1
math-28,1.0,1,906,0.906,1,0
math-191,1.0,1,1912,1.912,1,0
math-816,1.0,0,1695,1.695,-1,0
math-1280,1.0,1,1613,1.613,1,0
math-2,1.0,1,2423,2.423,1,1
math-1253,1.0,0,2235,2.235,-1,0
math-1010,1.0,1,1922,1.922,1,0
math-682,1.0,1,2254,2.254,1,0
math-499,1.0,0,2318,2.318,-1,0
math-666,1.0,0,2121,2.121,-1,0
math-128,1.0,0,2102,2.102,-1,0
math-391,1.0,0,2307,2.307,-1,0
math-1162,1.0,1,827,0.827,1,0
math-454,1.0,0,2864,2.864,-1,1
math-488,1.0,0,2235,2.235,-1,0
math-291,1.0,1,1150,1.15,1,0
math-1112,1.0,0,2546,2.546,-1,1
math-917,1.0,0,3031,3.031,-1,1
math-186,1.0,1,1187,1.187,1,0
math-164,1.0,1,2420,2.42,1,1
math-655,1.0,0,2591,2.591,-1,1
math-1040,1.0,1,2011,2.011,1,0
math-1002,1.0,1,1283,1.283,1,0
math-223,1.0,1,1288,1.288,1,0
math-617,1.0,0,1464,1.464,-1,0
math-1128,1.0,1,2147,2.147,1,0
math-596,1.0,0,1689,1.689,-1,0
math-255,1.0,0,2395,2.395,-1,0
math-1121,1.0,1,1325,1.325,1,0
math-681,1.0,0,2218,2.218,-1,0
math-1106,1.0,1,1595,1.595,1,0
math-416,1.0,0,3171,3.171,-1,1
math-1235,1.0,0,2760,2.76,-1,1
math-1120,1.0,1,2127,2.127,1,0
math-1203,1.0,1,2508,2.508,1,1
math-589,1.0,0,2411,2.411,-1,1
math-911,1.0,0,2355,2.355,-1,0
math-187,1.0,1,1746,1.746,1,0
math-1221,1.0,0,2013,2.013,-1,0
math-649,1.0,0,2135,2.135,-1,0
math-1178,1.0,0,2362,2.362,-1,0
math-495,1.0,0,2829,2.829,-1,1
math-594,1.0,0,2341,2.341,-1,0
math-376,1.0,0,2962,2.962,-1,1
math-387,1.0,0,3013,3.013,-1,1
math-382,1.0,0,2708,2.708,-1,1
math-67,1.0,0,2826,2.826,-1,1
math-1254,1.0,0,2039,2.039,-1,0
math-532,1.0,0,2451,2.451,-1,1
math-975,1.0,1,1757,1.757,1,0
math-141,1.0,1,813,0.813,1,0
math-183,1.0,0,3217,3.217,-1,1
math-266,1.0,1,1496,1.496,1,0
math-306,1.0,1,1085,1.085,1,0
math-79,1.0,0,1984,1.984,-1,0
math-1107,1.0,0,2962,2.962,-1,1
math-801,1.0,0,2443,2.443,-1,1
math-1074,1.0,1,856,0.856,1,0
math-564,1.0,0,2194,2.194,-1,0
